Name,Gender
Shivangi,2
Jyotsana,2
Sitakanta,1
Rhea,2
Umapati,1
"Sharad, Sarat",1
Supriya,2
Kunsh,1
Rajendrakumar,1
Jyran,1
Tannishtha,2
Subhash,1
Eta,2
Uditi,2
"Apurva, Apoorva",1
Vaijayanti,2
Nikki,2
Mubarak,1
Rajahansa,2
Rochi,2
Abdul-Khaaliq,1
Kvanh,1
Anita,2
Krittika,2
Faisal,1
Dakshi,1
Manaar,1
Shyama,2
Vasudev,1
Mitul,1
"Umanant, Umakant",1
Padman,1
Kabir,1
Jishnu,1
Pyarelal,1
Madhur,2
Nikhil,1
Sudipti,2
Lakshmidhar,1
Devamayi,2
Pavani,1
Pusti,2
Tulasi,2
Waahid,1
Manik,1
Nishant,1
"Sukant, Sukanta",1
Haima,2
Gourangi,2
Chaitan,1
Kanchi,2
Surya,1
Swapan,1
Thevan,1
Sharan,1
Harinaksh,1
Gina,2
Giinni,2
Kevalkumar,1
Mohin,1
Neelotpal,1
Likhitha,2
Anshuman,1
Shabana,2
Nakti,2
Shridula,2
Atmaja,1
Dattatreya,1
Sual,1
Anjuman,1
Miraya,2
Shameena,2
Sonam,2
Ramani,2
Bishanpal,1
Devaj,1
Arivuchelvan,1
Chandana,2
Yajnarup,1
Abhyudaya,1
Vibhishan,1
Champa,2
Manditha,2
Tuhin,1
Gitanjali,2
Prabhav,1
Aamani,2
Mohamad,1
Tanuj,1
Manjeet,1
Swapna,2
Champika,2
Mita,2
Pradyumna,1
Saravanan,1
Aadhaya,2
Isai,2
Amita,2
Girilal,1
Zuleika,2
Madhumay,1
Pujit,1
Yugma,1
Ullalagi,2
Druthi,2
Ballari,2
Ayog,1
Saquib,1
Saras,1
Krishnakali,2
Laranya,2
Nadir,1
Aruni,2
Chitresh,1
Fadl,1
"Valmiki, Valmik",1
Meghana,2
Lakshmishree,2
Jaiwant,1
Dharmveer,1
Shanta,2
Saruchi,2
Triguna,2
Yadav,1
Sahila,2
Hamid,1
Aashita,2
Gunayukth,1
Shalini,2
Wamil,2
Sanam,1
Agniprava,1
Nrupadh,1
"Alaka, Alka",2
Chanchal,2
Uthami,2
Divyanga,1
Anamitra,1
Hemachandra,1
Faraz,1
Lona,2
Hemendu,1
Pushkar,1
Deepta,2
Wajeeha,2
Dakshakanya,2
Bhavika,2
Dakshesh,1
Vipasa,2
Pritikana,2
Vallabh,1
Yudhisthir,1
Kanishta,1
Anisa,1
Ambarish,1
Tvisha,2
Priyanka,2
Taha,1
Nidhi,2
Jyothi,2
Binata,2
Sangupt,1
Poojit,1
Himmat,1
Prajin,1
Fulki,2
Nirmal,1
Paramananda,1
Damayanti,2
Muthu,1
Daman,1
Abdullah,1
Adwiteya,2
Ilango,1
Toshan,1
Vibha,2
Adityanandana,1
Japesh,1
Avikshit,1
Karan,1
Bhooshit,1
Tusya,1
Shyla,2
Prasham,1
Haniya,2
Kuhuk,2
Ritsika,2
Vidyut,2
Hans,1
Abhijaya,1
Unmesh,1
Aashika,2
Premala,2
Orman,1
Amalesh,1
Sunitha,2
Chandak,1
Kanta,2
Iniya,2
Narendra,1
Bipin,1
Nambi,1
Talaketu,1
Arpana,2
Ryka,2
Aloke,1
Aslesha,2
Ilancheliyan,1
Nayantara,2
Ruchita,2
Turanyu,1
Trishanku,1
Jyotika,2
Gandha,2
Dakshayani,2
Vari,2
Parnad,1
Ramith,1
Manoj,1
Nalin,1
Natwar,1
Suneeti,2
Kutraalan,1
Bharadwaj,1
Kumuda,2
Yukta,1
Jatya,1
Arjit,1
Mahadev,1
Daarun,1
Anmol,1
Kuntal,2
Aja,1
Harith,1
Samyama,2
Bhanumati,2
Poonish,1
Udar,1
Anish,1
Seerat,2
Chandraprakash,1
Rizvan,1
Sasmita,2
Poorbi,2
Navalan,1
Mukesh,1
Abhishek,1
Satya,2
Kartar,1
Chandravathi,2
Qays,1
Kamalika,2
Pyas,2
Madhulla,2
Vir,1
Tamonash,1
Hiya,2
Kundanika,2
Advika,2
Nishikanta,1
Urjita,1
Anandi,2
Manajith,1
Amalendu,1
Tulsidas,1
Nirmala,2
Neelkamal,2
Pankhadi,2
Anarghya,1
Amal,1
Poorna,1
Layak,1
Satha,2
Vikesh,1
Kamana,2
Purvi,2
Vivek,1
Mandakini,2
Gagandeep,1
Sammathi,2
Sushruta,1
Uttiya,1
Bhagat,1
Deeptiman,1
Indrayani,2
Suhail,1
Dyumani,1
Maitra,2
Palak,1
Sulekh,2
Nirajit,1
Maitreya,2
Wasan,1
Dharani,2
Tusti,2
Devamadana,1
Ompati,1
Pavan,1
Bairavi,2
Manohari,2
Shrinivas,1
Vishwesh,1
Umanand,1
Gulal,2
Kanjari,2
Nandita,2
Huthayfa,1
Azeez,1
Lalasa,2
Nitara,2
Shiuli,2
Manini,2
Banhishikha,2
Lola,2
Soumyakanti,1
Niranjana,2
Subhagya,2
Tejaswini,2
Swapnali,2
Divyana,2
Karunamayi,2
Samata,2
Purnima,2
Pankajadharini,2
Nakshatra,1
"Urmila, Urmil",2
Sashreek,1
Tabassum,2
Nripesh,1
Suvan,1
Muwafaq,1
Shriyans,1
Gagan,1
Bahuratna,2
Mandan,1
Dhanapriya,2
Bharati,2
Senmal,1
Gudakesha,1
Magan,1
Sarvika,2
Kasni,2
Palaksi,2
Vyom,1
Sampatti,2
Prabodh,1
Wuar,1
Gowri,2
Tejashree,2
Arindam,1
Ramkrishna,1
Jayita,2
Saaras,1
Girindra,1
Satyarupa,2
Sangita,2
Suresh,1
Kirik,1
Sacchidananda,1
Sarasija,1
Jetashri,2
Hiranya,1
Alaknanda,2
Draupadi,2
Rasika,2
Jashun,1
Namana,2
Shreya,2
Haashim,1
Kuvalai,2
Ojeeta,2
Subrata,1
Kausar,1
Kamali,2
Baalaark,1
"Simrit, Smrita",2
Bandhini,2
Pramod,1
Amodini,2
Kanyana,2
Pushpak,1
Zulfikar,1
Amoha,1
Dharmanand,1
Ruhi,2
Rupika,2
Ekapad,1
Nauhar,1
Anathi,2
Haatim,1
Manasvi,2
Karunakar,1
Nikhita,2
Prabuddha,1
Zaina,2
Ehimay,1
Salaman,1
Santayani,2
Moti,1
Mallesh,1
Parasmani,1
Thangam,1
Padmashri,2
Sanchaya,2
Sadaf,2
Yuyutsu,1
Kuvira,2
Aradhana,2
Sahdev,1
Haani,1
Rupa,2
Devadhipa,1
Devan,1
Bibhas,1
Shalaka,2
Manjistha,2
Keerthana,2
Vibhat,1
Babitha,2
Bankim,1
Nalina,2
Revati,2
Trishala,2
Akshar,1
Vishala,2
Prashanta,1
Indrakanta,1
Tanav,1
Jagan,1
Sakhi,2
Ratnangi,2
Akshita,2
ThenMoli,2
Safia,2
Iyla,2
Sultan,1
Bhuvana,2
Eshani,2
Anshula,2
Malina,2
Swasti,2
Gourishankar,1
Jaipal,1
Khajit,1
Lochan,2
Amani,2
Sukumari,2
Barun,1
Nairit,1
Anuprabha,2
Dhanvant,1
Aditya,1
Gulika,2
Hanan,1
Tanvir,1
Haaroon,1
Triya,2
Santosh,1
Sambaran,1
Pratitha,2
Gayanthika,2
Vilina,2
Ashna,2
Deepashikha,2
Oorja,2
Anuragini,2
Markandeya,1
Chaman,2
Shefali,2
Dharmaditya,1
Smriti,2
Puru,1
Kusum,2
Chaitaly,2
Ilisha,2
Ottakoothan,1
Jeevika,2
Eesha,2
Gajanan,1
Dhiraj,1
Sanjivan,1
Fadheela,2
Hridaynath,1
Janav,1
Shashishekhar,1
Udyan,1
Sukthi,2
Dwipavati,2
Netra,2
Trilochana,2
Pranita,2
Rohitasva,1
Kamalkali,2
Nirbhay,1
Omeshwar,1
Madan,1
Shraddha,2
Dwijesh,1
Pyaremohan,1
Nabendu,1
Trambak,1
Kundan,2
Pujesh,1
Vidyasagar,1
Madhuksara,2
Suvarnarekha,2
Wali,1
Vishnumaya,2
Harshika,2
Harshaman,1
Keva,2
Pukhraj,1
Mangai,2
Padmanabha,1
Hasita,2
Kiran,2
Charumati,2
Nirad,1
Jakarious,1
Lajjawati,2
Antara,2
Dayashankar,1
Qudamah,1
Sudeepa,2
Rajendramohan,1
Niket,1
Kayalvili,2
Gokul,1
Suvimal,1
Savitri,2
Nithik,1
Raji,2
"Bhavana, Bhavna",2
Basavaraj,1
Sulalita,2
Minati,2
Kavi,1
Shashimohan,1
Madhumita,2
Prachur,1
Bahuleya,1
Chandalini,2
Dharmachandra,1
Induleksh,2
Harishchandra,1
Kamran,1
Umaprasad,1
Nayan,1
Ojas,1
Ragini,2
Irfan,1
Taruntapan,1
Dharmendra,1
Mehal,2
Vikram,1
Talikha,2
Komal,2
Kshirja,2
Rudra,1
Qutub,1
Kuldeep,1
Koormadhi,1
Shakuntala,2
Devalekha,2
Saurabh,1
Vedprakash,1
Ishit,1
Mutholi,2
Dharanidhar,1
Vela,2
Ekambar,1
Kavita,2
Rajyeshwar,1
Sevak,1
Kundanlal,1
Darshana,2
Sengannan,1
Alabhya,1
Raghuram,1
Suranjana,2
Vidyadhar,1
Chandrakishore,1
Sumantra,1
Arshia,2
Dhanya,2
Jagad,1
Dyuti,2
Farid,1
Bhadranidhi,1
Chaanakya,1
Ishika,2
Vibhore,1
Rolee,2
Ulhas,1
Asavari,2
Palashranjan,1
"Durva, Durba",2
Bhaumik,1
Menaka,2
Egaiarasu,1
Lokajit,1
Glen,1
SivaSankari,2
Mukul,1
Dyutit,1
Navneeta,2
Snehanshn,1
"Amitabha, Amitav",1
Thangavel,1
Gajendra,1
Krishnala,1
Vidyadhara,1
Prithu,1
Sragvibhushan,1
Madhuja,2
Samanvaya,1
Baruni,2
Aamrapali,2
Nanda,2
Gandharika,2
Chitral,1
Tilak,1
Hakesh,1
Manmohan,1
Saheli,2
Vinutha,2
Bhagyanandana,1
Roshan,1
Keshika,2
Sawini,2
Ranvitha,2
Aijaz,1
Vama,2
Indumati,2
Rusham,2
Mahavir,1
Hariram,1
Vishaya,2
Aabha,2
Anshumat,1
Jaisukh,1
Shekhar,2
Ramita,2
Hema,2
Anamika,2
Devadatta,1
Chittesh,1
Stavita,2
Sameena,2
Sachin,1
Jagannath,1
Annapurna,2
Indratha,2
Adit,1
Chiranjeev,1
Badri,1
Saral,1
Dheivamani,1
Hridayanand,1
"Vijendra, Vijanyendra",1
Girija,2
Krishanu,1
Adrisa,2
Deepit,1
Poshika,2
Ahladitha,2
Jigya,2
Chitragupta,1
Padmakali,2
Ketki,2
Ishwari,2
Shaktidhar,1
Janak,1
Praveena,2
Krishnadeva,1
Sarat,1
Yuvaraani,2
Lukesh,1
Jeevankala,2
Naima,2
Samarendu,1
Agendra,1
Jagesh,1
Dhikshit,1
Naadir,1
Suvarnmala,2
Kunjal,2
Taj,1
Deeptimoyee,2
Harkrishna,1
Grahish,1
Sadaiappan,1
Navita,2
Matangi,2
Sameen,1
"Aseem, Ashim",1
Ishya,2
Khyath,2
Vishnu,1
Anjalika,2
Yashodhara,1
Lata,2
Neha,2
Rasik,1
Gurmeet,1
Kalipada,1
Venu,1
Dhatri,2
Nabhanyu,1
Abhimanyusuta,1
Naamagal,2
Megha,2
Talleen,1
Pallavini,2
Omar,1
Vidhi,2
Rochan,1
Arshad,1
Samarth,1
Atmaja,2
Aesha,2
Mithun,1
Ekavali,2
Brijmohan,1
Deepa,2
Mannith,1
Deepti,2
Aapti,2
Kusumakar,1
Vengai,1
Lipika,2
Hashmat,1
Yash,1
Naishada,2
Oni,1
Meru,1
Ilamparidhi,1
Japendra,1
Lakshmibanta,1
Vinay,1
Jalad,1
Upamanyu,1
Bansari,2
Gira,2
Rani,2
Gandhi,1
Viral,1
Rabia,2
Swarupa,2
Udipti,2
Raveena,2
Devendra,1
Vilok,1
Ila,2
Chandratara,2
Mahanidhi,1
Nischith,1
Kalicharan,1
Tarachand,1
Chandanika,2
Khazana,1
Kathith,1
Ilaiyavan,1
Avkash,1
Katran,1
Nishita,1
Khadim,1
Nabha,2
Anay,1
Ratnavali,2
Adi-Shakti,2
Srujana,2
Pushpita,2
Raghu,1
Niral,2
Kirtana,2
Samrithi,2
Yashwant,1
Gadin,1
Surama,2
Mahmud,1
Nami,2
Saunak,1
Rahas,1
Pranit,1
Acaryatanaya,1
Aamaal,2
Nityananda,1
Baridbaran,1
Yuktha,2
Waheeda,2
Rutva,1
Bindumathi,2
Vritti,2
Chandrachur,1
Acarya,1
Angarika,2
Snehin,1
Bratindra,1
Ayushman,1
Imtiaz,1
Sanchita,2
Aahna,2
Yajna,2
Chinnadurai,1
Neelmani,1
Hemendra,1
Salma,2
Mrudani,2
Chandrabali,2
Raheem,1
Avanindra,1
Pashupriya,2
Chitrabhanu,1
Neelakshi,2
Gurdeep,1
Sadhana,2
Yogita,2
Meena,2
Bhargavi,2
Darpan,1
Bhagwanti,2
Manavendra,1
Adwita,2
Subhan,1
Zahra,2
Sucheta,2
Videsh,1
Gangesh,1
Deepika,2
Mehul,1
Devnath,1
Mukul,2
Aashay,1
Koyel,2
Anil,1
Kashyap,1
Harsha Vardhini,2
Tarik,1
Megha,1
Sachit,1
Bhadrang,1
Ashok,1
Tilaka,2
Somansh,1
Ritvik,1
Divyendu,1
Chaaruhaas,1
Huda,1
Cholan,1
Ninad,1
Brahamjeet,1
Chakor,1
Mrinmayi,2
Shachin,1
Banani,2
Naviya,2
Zaafira,2
Madhav,1
Dwijaraj,1
Vagdevi,2
Sabita,2
Ishi,2
Ilamporai,1
Ayushi,2
Sundari,2
Manjyot,2
Lakhi,2
Phenil,1
Prachi,2
Mohul,1
Poornakamala,2
Sukhamay,1
Arokya,1
Siddharth,1
Chiti,2
Hrithik,1
Sundha,2
Pinakini,2
Shevantilal,1
Fanishwar,1
Oma,1
Oparna,2
Ilakkiya,2
Kaunteya,1
Shankha,1
Gopa,2
Kavan,1
Vilas,1
Rajanya,1
Zakiy,1
Kaaliya,1
Garima,2
Tapasendra,1
Shambhavi,2
Milind,1
Sadiqua,2
Mandith,1
Devamati,2
Harjeet,1
Pavitra,1
Utkarsha,1
Ghalib,1
Inayat,2
Namita,2
Manonith,1
Abhiraj,1
Hariganga,2
Manjira,2
Mudrika,2
Parashar,1
Arav,1
Harshitha,2
Nalini,2
Odathi,2
Soumya,2
Sunayana,2
Jagadishwara,1
Rishika,2
Geena,2
Esha,2
Quamar,1
Apsara,2
Sarada,2
Chaitali,2
Rasul,1
Bahumanya,1
Haresh,1
Kiranmay,1
Sevati,2
Jehannaz,2
Achintya,1
Vrajakishore,1
Manjulika,2
Harikanth,1
Narayani,2
Parantapa,1
Purva,2
Brahmabrata,1
Shailendra,1
Suhrita,2
Shilpa,2
Manjushri,2
Ashis,2
Keshav,1
Renuka,2
Shama,2
Shariq,1
Padmakshi,2
Abdul-Haseeb,1
Ramanuja,1
Mandeep,1
Mohini,2
Indumukhi,2
Urmi,2
Faatina,2
Snehalata,2
Haritbaran,1
Sheetal,1
Kanishka,1
Wamika,2
Pransukh,1
Chaaruchandra,1
Priyasha,2
Vrajamohan,1
Pranauthi,2
Meghnad,1
Izhar,1
Nabhas,1
Mohajit,1
Sarasi,2
Ashwini,2
Umika,2
Dhanajit,1
Sudhanshu,1
Sourish,1
Sukumar,1
Vihaan,1
Radhana,2
"Simran, Smaram",2
Hansa,2
Utpala,2
Kiran,1
Naathim,1
Abhinava,1
Shagufta,2
Dhanraj,1
Jaafar,1
Vatsa,1
Yamajith,1
Manaal,1
Prabhada,2
Paavai,2
Lokranjan,1
Vaidyanaath,1
Chhabi,2
Nitima,2
Fahad,1
Adityavardhana,1
Manvik,1
Punyasloka,1
Chitrani,2
Meghdutt,1
Paramhansa,1
Bitasok,1
Snigdha,2
Puja,2
Bandhul,1
Neeti,2
Niraj,1
Chemmal,1
Punarnava,2
Naina,2
Bikram,1
Anugya,1
Dhritiman,1
Takshak,1
Balachandrav,1
Triparna,2
Tanaya,2
Nishi,2
Kanchana,2
Baijayanthi,2
Devajyoti,1
Narahari,1
Udiramalara,2
Jinendra,1
Rohana,2
Debanshi,2
Shubhashis,1
Suhitha,2
Hasumati,2
Champakmala,2
Tejomay,1
Sudhi,1
Manish,1
Maina,2
Madanapal,1
Vanhi,2
Achala,2
Vibhu,1
Cyril,1
Indrasuta,1
Pramiti,2
Manikuntala,2
Nabhomani,1
Nakshatra,2
Rajata,2
Mallikarjuna,1
Pritilata,2
Sagari,2
Navadurga,2
Wajid,1
Muthunagai,2
Pravar,1
Abhyagni,1
Rukma,2
Kapalini,2
Ishrat,1
Vipula,2
Vipul,1
Rajnish,1
Tehzeeb,2
Subhashini,2
Mustafa,1
Pallav,1
Swarnalata,2
Sujay,1
Vibhuti,2
Ekadhana,2
Someshwar,1
Devang,1
Hammad,1
Shivshankar,1
Pravir,1
Panduranga,1
Gulzarilal,1
Chandrakirthi,1
Bhavini,2
Triguni,2
Deeptendu,1
Martanda,1
Ranhitha,2
Anjum,1
Satyaprakash,1
Hurditya,1
Purvaja,2
Tula,1
Jayitri,2
Natkuna,2
Nagaraj,1
Madhumalati,2
Jayaprakash,1
Manali,2
Ulka,2
Tautik,1
Yajat,1
Pankti,2
Sannidhi,2
Devesh,1
Teesta,2
"Manisha, Mohisha",2
Adwaya,1
Hemangi,2
Damini,2
Abhinanda,1
Archit,1
Jagjeevan,1
Shrestha,2
Kaveri,2
Acanda,1
Chetana,2
Subash,1
Sur,1
Nabhoj,1
Vineeta,2
Purandar,1
Nilima,2
Lalan,2
Nripa,1
Vaanadhi,2
Yuvati,2
Madhuk,1
Neeta,2
Kuval,1
Trigun,1
Danuj,1
Panchali,2
Sudhith,1
Narayan,1
Naganika,2
Poonam,2
Shuddhashil,1
Pulin,1
Parvatinandan,1
Dev,1
Sharadini,2
Vishalakshi,2
Sandhya,2
Yadukumara,1
Maruti,1
Chirayu,1
Madhurima,2
Sharadindu,1
Shuchismita,2
Aishani,2
Adishree,2
Gangika,2
Malarvendan,1
Swatantar,1
Diti,2
Zaafir,1
Dayita,2
Kalandhika,2
Ratnalekha,2
Thayanban,1
Vibhas,1
Siddhima,2
Naman,1
Rupeshwari,2
Yaalini,2
Haleema,2
Phiroza,2
Gurpraveen,2
Fakhry,1
Chandrakiran,1
Vishram,1
Laalamani,2
Ramkishore,1
Paresh,1
Shrikanta,1
Mrigankasekhar,1
Yaduvir,1
Harshad,1
Gayatri,2
Megh,1
Amlankusum,1
Iri,1
Vanshika,2
Japan,1
Zannat,2
Yaalisai,2
Gayana,2
Marut,1
Kantilal,1
Faiyaz,1
Omkarnath,1
Vanalakshmi,2
Milika,2
Ranajay,1
Yogesh,1
Hasmukh,1
Mujeeb,1
Jyotsna,2
Srujanika,2
Ishani,2
Ellu,1
Madira,2
Pooja,2
Shantashil,1
Saipraasad,1
Radhika,2
Srivas,1
Nathan,1
Srinika,2
Shahid,1
Avatar,1
Harihar,1
Abhidha,2
Manjunath,1
Nivritti,2
Ekachith,1
Idaspati,1
Vrishin,1
Gangol,1
Rajendra,1
Maagh,1
Anula,2
Bhojaraja,1
Drupad,1
"Aftab,Aftaab",1
Raman,1
"Amrit, Amrik",1
Hritish,1
Kusumesh,1
Menmoli,2
Sphatika,2
Rijul,1
Shalmali,2
Nathin,1
Pugal,1
Saakaar,1
Utalika,2
Swati,2
Muni,1
Drishya,2
Sitikantha,1
Parveen,2
Vedavathi,2
Raghunandan,1
Shravankumar,1
Marichi,2
Vikramajit,1
Satyavrata,1
Iha,2
Rohan,1
Krishnaroop,1
Ajamil,1
Vanhishikha,2
Amanath,1
Omaja,2
Prasun,1
Gul,2
Samarendra,1
Ghanendra,1
Abhijna,2
Venkataraman,1
Xena,2
Yuvaraj,1
Bipasha,2
Timir,1
Gurumurthi,1
Suhag,2
Kshitija,2
Krishna,2
Nagesh,1
Vedmohan,1
Tanuka,2
Thumri,2
Tripta,2
Lingan,1
Prbhavati,2
Lajita,2
Rubaina,2
Aashish,1
Pavitra,2
Sudarshana,2
Shyamangi,2
Deepana,2
Kaishori,2
Aashirya,2
Gulzar,1
Prakriti,1
Sujan,1
Pavanaj,1
Parni,2
Saguna,2
Hanuman,1
Jamadagni,1
Mithilesh,1
Abhilasa,2
Akash,1
Udayachal,1
Kalakarni,2
Surendra,1
Palani,1
Ibhya,1
Sanchay,1
Acaryasuta,1
Rathika,2
Mirium,2
Kamakya,2
Prabhu,1
Lavangi,2
Thogai,2
Dhyanesh,1
Madhula,2
Mahipal,1
Mamraj,1
Chahat,2
Kodhai,2
Gyanada,2
Nabhi,1
Govindi,2
Amogh,1
Chandrika,2
Vijayalaksmi,2
Shashidhar,1
"Ashwin, Asvin",1
Zeeshan,1
Mahaniya,1
Yuvika,2
Deveshwar,1
Subinay,1
Niramay,1
Samhita,2
Devachandra,1
Mohit,1
Sudesh,1
Dhansukh,1
Onella,2
Rajdulari,1
Urshita,2
Vishal,1
Ekavir,1
Hasanthi,2
Thangarajan,1
Suketu,1
Jerusha,2
Usra,2
Lagan,1
Abhimand,1
Anavi,2
Milan,1
Saanvi,2
Kamaraja,1
Pitambar,1
Mahalakshmi,2
Vallabhendra,1
Nirav,1
"Omrao, Umrao",1
Jagadbandu,1
Urna,2
Mandhatri,1
Amitbikram,1
Nidhipa,2
Raja,1
Rukmini,2
Fullara,2
Akshath,1
Shadab,1
Gurpreet,1
Swarnima,2
Indu,2
Rituparna,2
Siddhartha,1
Chakradev,1
Induhasan,1
Gopichand,1
Ujagar,1
Nishok,1
Aakash,1
Kevalkishore,1
Amod,1
Hasina,2
Viveka,2
Bhagyalakshmi,2
Kareem,1
Dwaipayan,1
Gagana,2
Loknath,1
Paras,1
Abhidi,1
Vasanti,2
Kantimoy,1
Vedi,2
Shobha,2
Charusheela,2
Suprabha,2
Dishita,2
Laasya,2
Uttal,1
Charulata,2
Paadini,2
Suloch,2
Arulchelvan,1
Hansika,2
Sushil,1
Dhanesh,1
Mayanka,1
Manasyu,1
Archa,2
Trivid,1
Nisita,2
Abhivira,1
Akroor,1
Ekakshara,1
Valli,2
Omala,2
Husna,2
Jaibhusana,1
Yashpal,1
Sandeep,1
Deeba,2
Kamika,2
Maitreya,1
Champabati,2
Shariba,2
Kerani,2
Kakoli,2
Lakshita,2
Cole,1
Olikodi,2
Radhak,1
Dulari,2
Subal,1
Uddhar,1
Vaagai,2
Upendra,1
Dilshad,2
Raghuvir,1
Ardhendu,1
Binal,2
Gaganjyot,1
Mallika,2
Trinayani,2
Sharmila,2
Padmapati,1
Ganaka,1
Bhairavi,2
Samiran,1
Sikta,2
Chirtrang,1
Dhananjay,1
Rupashri,2
Ishayu,1
Sushila,2
Chamanlal,1
Mahir,1
Bakul,2
Somdev,1
Uddhav,1
Indukala,2
Indratan,1
Swagata,2
Qaisar,1
Indrani,2
Dharmpal,1
Fareed,1
Bhakti,2
Tanushri,2
Nagina,2
Ish,1
Senthamarai,1
Samantha,1
Omisha,2
VeeraSundari,2
Sanjana,2
Guruprasad,1
Rajivini,2
Rajasi,2
Eshwar,1
Gathika,2
Yadva,2
Suryabhan,1
Gajrup,1
Peeyush,1
Inika,2
"Bela, Beli",2
Praver,1
Chaitra,2
Nishtha,2
Devarya,1
Prasad,1
Chidananda,1
Salena,2
Sujash,1
Manjusha,2
Chandrabhaga,2
Mainak,1
Salarjung,1
Arivoli,1
Geeti,2
Shobhana,2
Hiranmayi,2
djbdjb,1
dnbndd,2
